en_text,fr_text
The main issue raised in this context was the necessity of a new regulation.,La question principale soulevée à ce propos fut celle de la nécessité d'un nouveau règlement.
Reaching political decisions requires at least a minimum level of mutual reliance and working together.,"Pour atteindre des décisions politiques, il faut au moins un minimum de confiance mutuelle et de coopération."
"The fact that people are working under greater pressure in many sectors, including the services sector, makes harassment a bigger and more difficult problem.","Le fait que les travailleurs sont soumis à des pressions accrues dans de nombreux secteurs, notamment dans le secteur des services, amplifie le problème et le rend plus difficile à résoudre."
"The unresolved issues have all been postponed until later, as if time could reconcile the different approaches.","Toutes les questions en suspens ont été renvoyées à plus tard, comme si le temps pouvait réconcilier les différentes approches."
It has to be dealt with.,Il faut gérer.
"It should be remembered, too, that we would never seek to bypass or replace the United Nations.",Il conviendrait aussi de nous rappeler que nous ne chercherons jamais à passer outre aux Nations unies ou à les remplacer.
"Mr President, Chile is undoubtedly the Latin American country geographically most distant but closest to the heart of the European Parliament in political terms, something we found out at the time of the referendum and which we also experienced when we were fighting for democracy in the country.","Monsieur le Président, le Chili est sans doute le pays d'Amérique latine le plus éloigné géographiquement mais, politiquement, le plus cher au coeur du Parlement européen et cela nous l'avons vécu à l'occasion du plébiscite et également à l'occasion de la lutte du Chili pour la démocratie."
"Furthermore, Iraq under Saddam remains a permanent potential threat to the entire Middle East, not least on account of her oil reserves.","Sous la direction de Saddam, l'Irak reste une menace potentielle permanente pour l'ensemble du Moyen-Orient, en raison de ses réserves de pétrole précisément."
"Mr President, as chairman of the Committee on Culture, Youth, Education and the Media, I am very disappointed that the Conference of Presidents decided not to put the committee's oral question on the agenda.","Monsieur le Président, en ma qualité de président de la commission de la culture, de la jeunesse, de l'éducation et des médias, je souhaite exprimer ma grande déception devant le fait que la conférence des présidents de groupe n'ait pas voulu placer à l'ordre du jour la question orale de cette commission."
"Most of the jobs created during these years have been precarious, part-time or very short-term, and which fail to guarantee that equal rights and opportunities will be complied with.","Les emplois créés au cours de ces années sont pour la plupart des emplois précaires, à temps partiel ou à durée très réduite et sans la garantie du respect de l'égalité des droits et des chances."
I hope the Committee on Budgets will back us on this.,J’espère que la commission des budgets nous appuiera dans cette affaire.
The reason is that the problem is still growing and the European Union is not showing enough determination.,"Eh bien, parce que le problème continue de croître et que l'Union européenne ne fait pas preuve de suffisamment de détermination."
"Worse still, as of March 1998, the Commission has not even been able to establish a detailed specification of the system which would need to be installed to allow for a better detection of fraud.","Pire encore, à la date de mars 1998, la Commission n'est même pas parvenue à établir une spécification détaillée du système qu'il faudrait instaurer pour mieux détecter les fraudes."
Europe will do it if it hushes up its differences!,L'Europe se fera si elle parvient à faire taire ses différences!
